소분류,바코드,제품명,제조사,유통기한,소비기한-유통기한
햄,8809216730235,오늘은 훈제오리 허브갈릭맛,(주)팜덕,45,7.0
소시지,8801074002448,추억의 알짜소세지,한성기업(주)김해공장,90,7.0
김치,8809489230227,갓김치,(주)채자연,300,180.0
육류,8809419950430,오돌뼈,하성에프앤비,360,180.0
육류,8809358841066,미트라인양념 소불고기,(주)미트라인,12,180.0
어묵,8801793000077,야채평(냉동),(주)환공식품,360,3.0
김치,8809357640585,칼슘듬뿍 홍화장아찌,농업회사법인(주) 자연식품,360,180.0
육류,8809358840465,미트라인양념순살포크,(주)미트라인,12,180.0
두부,8809506050029,보은두부나라,보은식품,15,90.0
김치,8803601001412,한성총각김치,(주)한성식품,30,180.0
소시지,8801066053564,캠프&하우스 칼집 그릴비엔나,(주)사조대림,45,7.0
김치,8809489230210,배추김치,(주)채자연,360,180.0
육류,8809008889431,新매운닭살꼬치,(주)그린,180,180.0
육류,8809008889455,新매운닭발꼬치,(주)그린,180,180.0
육류,8809337220240,막달군 양념소막창(숙성),(주)서라벌푸드,360,180.0
육류,8809413630222,빵가루후라이드닭꼬지,주식회사 다온,365,180.0
햄,8809409700571,훈제 닭가슴살,농업회사법인 하담푸드(주),360,7.0
우유,8801844017221,알뜰한 우유,학교법인건국대학교건국유업.건국햄,18,45.0
소시지,8801047577164,동원 그릴후랑크,(주)동원F&B,45,7.0
소시지,8809488880058,상하농원 화이트 비엔나,상하농원(유) 햄공방,31,7.0
두부,8802015100063,오성연두부,(주)오성식품,15,90.0
소시지,8801074002608,초리소도스FZ,한성기업(주)김해공장,365,7.0
육류,8809363791295,숯불구이 칼집 / 냉장,상호 주식회사,15,180.0
소시지,8809013402489,라이어너,에쓰푸드(주)음성공장,40,7.0
김치,8809508340203,누룩발효 갓김치,주식회사 뜨레찬,360,180.0
육류,8809355080277,토담 그라비올라 족발,(주)토담,60,180.0
육류,8809504550507,삶은돼지껍데기,(주)더푸른식품,30,180.0
우유,8806371303243,3ℓ(리터)우유,(주) 푸르밀,15,45.0
육류,8809535940001,돼지껍데기(매운맛),농업회사법인 주식회사 제이원푸드,360,180.0
치즈,8809360901765,엔젤스노우 레드체다(F),(주)킹스코,360,70.0
햄,8809097285923,미소훈제슬라이스,농업회사법인(주)주원산오리,60,7.0
베이컨,8809164130095,뉴베이컨,(주)구스베,30,0.0
김치,8809489230128,배추김치,(주)채자연,360,180.0
김치,8802716303107,총각김치(알타리),영주식품,60,180.0
소시지,8809013405947,존쿡델리미트 브랏부어스트,에쓰푸드(주)음성공장,40,7.0
김치,8809508390031,배추김치,빛고을김치 영농조합법인,120,180.0
베이컨,8809013402793,메이플베이컨,에쓰푸드(주)음성공장,40,0.0
김치,8803601011169,미니롤보쌈김치,(주)한성식품,30,180.0
어묵,8801066100015,진종합 165g,(주)사조대림,13,3.0
김치,8809389513727,수미궁김치,(주)솔밭골푸드,180,180.0
햄,8809222051706,셀덕 오리훈제 슬라이스 (비살균 제품),(주)모란식품,30,7.0
햄,8809472990206,허브 블루베리 훈제오리,농업회사법인 주식회사 미소가,45,7.0
김치,8809489230258,갓김치,(주)채자연,300,180.0
육류,8809365660766,복분자돼지불고기,(주)야미식스,270,180.0
김치,8809508390260,파김치,빛고을김치 영농조합법인,28,180.0
햄,8809492080222,아침닭가슴살스테이크(갈비맛),아침 주식회사,365,7.0
어묵,8803453500361,선우어묵 국,(주)새난,12,3.0
햄,8809385946239,Real 맛있는 옛날치킨,(주)참프레,40,7.0
김치,8809357640547,칼슘듬뿍 홍화피클,농업회사법인(주) 자연식품,90,180.0
소시지,8809013404827,이탈리안소시지,에쓰푸드(주),60,7.0
두부,8809112992546,손두부,삼영식품,12,90.0
육류,8809535940087,직화 제육 불고기 (간장맛),농업회사법인 주식회사 제이원푸드,360,180.0
햄,8809430220451,수비드닭가슴살 / 냉장,(주)케이프라이드,40,7.0
육류,8809363791349,매콤한 양념 곱창,상호 주식회사,360,180.0
소시지,8801047577096,동원 숯불구이맛 후랑크,(주)동원F&B,45,7.0
육류,8809508330532,올리브잎(맛)목살,(주)청정화푸드,360,180.0
우유,8801207140191,파스퇴르 바른목장 우유(팩),롯데제과(주)파스퇴르공장,80,45.0
육류,8809358841424,매운돼지구이,(주)미트라인,12,180.0
소시지,8801123309955,라퀴진 리치브라운 소시지,롯데제과(주),40,7.0
육류,8809501730148,대원푸드 떡갈비맛 스테이크,농업회사법인 대원에프씨 주식회사,360,180.0
햄,8809007850241,자숙닭가슴살,(주)체리부로 수옥지점,70,7.0
김치,8803601010025,포기김치,(주)한성식품,60,180.0
어묵,8801066310094,사츠마아게 치즈어묵,(주)사조대림,270,3.0
육류,8809491400021,몽셰프 오늘은불닭발(무뼈),크레팜주식회사,330,180.0
육류,8809358840137,미트라인양념왕갈비,(주)미트라인,12,180.0
육류,8809468980266,미쁘미 발효숙성 돼지불고기,유한회사 믿음식품,10,180.0
소시지,8809013403479,세블락소시지,에쓰푸드(주),50,7.0
우유,8806371302772,저지방우유,(주) 푸르밀,15,45.0
육류,8809358841400,미트라인양념순살포크,(주)미트라인,12,180.0
육류,8809145880681,야심찬불닭발,(주)임꺽정푸드시스템,360,180.0
육류,8809420430020,고추장돼지삼겹살,㈜오에스푸드,15,180.0
육류,8809508330297,돼지갈비맛스테이크,(주)청정화푸드,360,180.0
햄,8809522110028,오리근위 간식,(주)성우푸드,300,7.0
육류,8809003260006,복분자돼지불고기,(주)야미식스,15,180.0
육류,8809245332073,제육볶음,(주)청우푸드,270,180.0
육류,8809521180039,다솔직화구이매운닭발(순하게매운맛),다솔푸드,360,180.0
우유,8801157490667,후디스 청정목장 우유,일동후디스(주)횡성유가공공장,15,45.0
어묵,8803767020043,찐 어묵 속 맛살김,미도식품,10,3.0
우유,8809172590140,더 신선한 우유,(주)이담,20,45.0
햄,8809013401529,오리연훈제,에쓰푸드(주),40,7.0
육류,8809488150052,매콤한닭발편육,(주)원앙에프엔비,15,180.0
김치,8803601001160,맛김치,(주)한성식품,60,180.0
햄,8809430220215,수비드닭가슴살 / 냉장,(주)케이프라이드,40,7.0
소시지,8809532110094,델리 치킨소시지,(주)스위스식품,30,7.0
베이컨,8809013405466,카나디안베이컨,에쓰푸드(주)음성공장,40,0.0
김치,8809508340135,누룩발효 갓김치,주식회사 뜨레찬,360,180.0
두부,8809488520060,알뜨랑손두부,알뜨랑농원,15,90.0
우유,8801115223214,속편한 우유 저지방,서울우유협동조합 양주공장,12,45.0
육류,8809501730056,대원푸드 고추장주물럭,농업회사법인 대원에프씨 주식회사,360,180.0
김치,8809508390321,갓김치,빛고을김치 영농조합법인,120,180.0
어묵,8801242052121,삼호어묵클로렐라,씨제이 씨푸드 주식회사,13,3.0
햄,8809504880048,다매향 신선슬라이스 훈제,농업회사법인 주식회사 다오네푸드,45,7.0
육류,8809358841295,미트라인양념순살포크,(주)미트라인,12,180.0
돼지고기,8809369051539,무항생암돼지보쌈용,(주)미앤미,10,0.0
어묵,8809492420011,무궁화 부산어묵,무궁화푸드,9,3.0
어묵,8801066055469,스노우크랩킹,(주)사조대림,40,3.0
소시지,8801074002585,프랑크푸르터FZ,한성기업(주)김해공장,365,7.0
육류,8809491400014,몽셰프 오늘은불닭발(유뼈),크레팜주식회사,330,180.0
우유,8801844013117,건국우유,학교법인건국대학교건국유업.건국햄,18,45.0
햄,8809013404919,숙성로인,에쓰푸드(주)음성공장,40,7.0
육류,8809381672019,불로명작 튤립 불 닭발,성신식품,60,180.0
베이컨,8809488880102,상하농원 통삼겹 베이컨,상하농원(유) 햄공방,28,0.0
햄,8809500060017,흑마늘미니족발,농업회사법인 자연과농부(주),60,7.0
소시지,8809013405220,바베큐그릴비엔나,에쓰푸드(주),40,7.0
육류,8809496550042,닭갈비,주식회사 디에스에프앤비,360,180.0
육류,8809365660698,네가지 모듬꼬지,(주)야미식스,360,180.0
김치,8809422540178,김경숙 순무김치,농업회사법인 순무명가,60,180.0
육류,8809473800146,양념무뼈닭발,에이앤제이푸드,30,180.0
육류,8809466790072,훈제막창,(주)세창푸드,365,180.0
김치,8809389513642,명품 수미궁김치,(주)솔밭골푸드,90,180.0
소시지,8809013406074,비프핫도그,에쓰푸드(주),40,7.0
김치,8801047590378,양반총각김치(KT),(주)동원F&B,45,180.0
육류,8809465700102,무뼈 오매불닭발,(주)반석에프에스,365,180.0
육류,8809385946871,닭다리후라이드,(주)참프레,270,180.0
육류,8809358840205,왕구이,(주)미트라인,12,180.0
햄,8809222051713,셀덕 오리훈제 슬라이스 (비살균 제품),(주)모란식품,30,7.0
육류,8809531530015,매콤양념무뼈닭발,주식회사 해담솔푸드,365,180.0
김치,8809508390307,파김치,빛고을김치 영농조합법인,28,180.0
치즈,8801155736972,인포켓치즈 오리지널,(주)동원에프앤비 강진공장,360,70.0
어묵,8801066054127,썸타나바 매콤,(주)사조대림,35,3.0
소시지,8809090817725,수제모둠소시지5,(주)미트벨리,10,7.0
육류,8809358840045,미트라인양념돼지갈비,(주)미트라인,12,180.0
육류,8809138750069,新 무뼈불닭발,(주)제이엠푸드,360,180.0
김치,8803601001863,한성깍두기,(주)한성식품,30,180.0
소시지,8801492365224,치즈앤갈릭비엔나,(주)하림,30,7.0
소시지,8809013403493,세블락소시지,에쓰푸드(주),50,7.0
우유,8801115114123,서울우유,서울우유협동조합 용인공장,12,45.0
육류,8809452090353,88대구 양념갈매기살,다미설,365,180.0
육류,8809465700218,이계순 숙성 닭갈비,(주)반석에프에스,360,180.0
육류,8809365660926,모듬꼬지,(주)야미식스,720,180.0
육류,8809501730087,대원푸드 돼지양념 왕구이,농업회사법인 대원에프씨 주식회사,360,180.0
육류,8809248070392,오리 주물럭,(주)대신푸드글로벌,15,180.0
육류,8809550310056,옹다래돼지간장양념육,농업회사법인(주)코리아푸드,15,180.0
육류,8809500920007,춘천웰빙닭갈비(일반맛) / 냉장,춘천그린식품,10,180.0
육류,8809419950539,직화구이 양념 날개,하성에프앤비,360,180.0
육류,8809343350474,돼지양념갈비,(주)고향미트,15,180.0
김치,8809305320286,강화섬파김치,강화섬김치,28,180.0
어묵,8801066310100,사츠마아게 야채어묵,(주)사조대림,270,3.0
육류,8809396130948,큰부자 소막창,(주)범어푸드,365,180.0
육류,8809430220444,양념소불고기,(주)케이프라이드,10,180.0
육류,8809469214315,조각후라이드,(주)야미식스,270,180.0
어묵,8801066051065,스노우크랩,(주)사조대림,40,3.0
소시지,8801074256889,과일숙성 후랑크,한성기업(주)김해공장,55,7.0
김치,8803601011060,깻잎양배추말이김치,(주)한성식품,30,180.0
육류,8809353800044,양념돼지갈비,고기나라,20,180.0
소시지,8809013406234,엔듀이,에쓰푸드(주),60,7.0
육류,8809363791073,숯불구이 칼집 / 냉장,상호 주식회사,15,180.0
육류,8809062250321,돼지양념불고기(간장맛),참마음식품,5,180.0
김치,8809508390123,갓김치,빛고을김치 영농조합법인,120,180.0
치즈,8801155737542,토핑&쿠킹치즈 그라나파다노,(주)동원에프앤비 강진공장,90,70.0
육류,8809358840342,미트라인돌돌양념갈비,(주)미트라인,10,180.0
치즈,8801155737634,인포켓치즈 오리지널 미니,(주)동원에프앤비 강진공장,20,70.0
소시지,8809013404742,컨츄리소시지,에쓰푸드(주),60,7.0
소시지,8801047577553,동원 그릴후랑크,(주)동원F&B,45,7.0
묵,8802519313372,우무벌크,주식회사 동양식품,3,0.0
육류,8809394580127,고추장양념 항정살구이,(주)부산축산,14,180.0
햄,8809517770121,슈바이네학센(가열제품),만나푸드,45,7.0
김치,8809489230425,파김치,(주)채자연,60,180.0
우유,8801115111030,서울우유,서울우유협동조합 용인공장,12,45.0
육류,8809521180022,다솔직화구이매운닭발(화끈하게매운맛),다솔푸드,360,180.0
치즈,8809360901840,엔젤스노우 모짜렐라,(주)킹스코,90,70.0
두부,8809112990016,손두부,삼영식품,7,90.0
어묵,8803453000052,선우어묵 양파핫바C,(주)새난,360,3.0
육류,8809465285654,닭스터 윙봉치킨,주식회사 케이에스에프엔지,270,180.0
육류,8809353800051,양념돼지갈비,고기나라,20,180.0
치즈,8801115631279,서울우유 목장나들이 스트링치즈,서울우유협동조합 안산공장,90,70.0
육류,8809398780318,마메든 돼지불고기 순한맛,(주)두루,10,180.0
어묵,8809029030805,땡초핫바 어묵,삼진식품(주),13,3.0
김치,8803601010087,맛김치,(주)한성식품,60,180.0
묵,8808397050071,흑곤약,(주)대신물산,180,0.0
육류,8809508330044,양념무뼈불닭발,(주)청정화푸드,360,180.0
육류,8809463520771,깍둑고기김치두루치기,농업회사법인(주)행복을요리하는사람들,10,180.0
육류,8809330080117,양념 솔잎 왕돼지구이(수입산),(주)선한농장,360,180.0
육류,8809358840052,미트라인양념돼지갈비,(주)미트라인,12,180.0
우유,8801115118275,밀크마스터저지방,서울우유협동조합 양주공장,12,45.0
육류,8809535940100,바베큐보쌈,농업회사법인 주식회사 제이원푸드,360,180.0
어묵,8809028890523,매콤오징어어묵바,(주)서울식품,365,3.0
소시지,8803784000196,모듬소시지 390g,농업회사법인 (주)대경햄,40,7.0
김치,8809508390055,배추김치,빛고을김치 영농조합법인,120,180.0
소시지,8801074255103,마늘비엔나,한성기업(주)김해공장,55,7.0
치즈,8803459005181,애터미 임실 스트링치즈,임실치즈축산업협동조합,70,70.0
베이컨,8809532110223,스모크드 베이컨,(주)스위스식품,90,0.0
육류,8809545420180,양념돼지직화불곱창,세이브푸드,720,180.0
육류,8809491400335,몽셰프 오늘은 불오돌뼈,크레팜주식회사,330,180.0
두부,8809519860004,두부,강화식품,5,90.0
어묵,8801066301528,국탕종합,(주)사조대림,13,3.0
소시지,8809090817756,김치소시지,(주)미트벨리,10,7.0
햄,8809013405282,존쿡델리미트 로스트비프,에쓰푸드(주)음성공장,45,7.0
어묵,8809028890554,가마솥어묵,(주)서울식품,365,3.0
두부,8809112991075,국산손두부,삼영식품,10,90.0
어묵,8802249361438,얇은부산사각어묵,(주)남부식품,15,3.0
소시지,8801074250214,켄터키후랑크,한성기업(주)김해공장,55,7.0
묵,8809051710027,설악산묵마을 청포묵,설악식품,10,0.0
육류,8809343351556,아로니아 소불고기용,(주)고향미트,15,180.0
우유,8801069172897,남양 맛있는 우유 GT 저지방,남양유업(주) 나주공장,14,45.0
어묵,8801066300903,풍년마당,(주)사조대림,7,3.0
우유,8801115555551,365 1등급 우유,서울우유협동조합 양주공장,12,45.0
베이컨,8801047576099,동원 녹차담음 베이컨,(주)동원F&B,30,0.0
두부,8809009552525,초당두부,강릉초당두부,17,90.0
육류,8809230830010,언양식소불고기(반제품),화성종합식품(주),10,180.0
햄,8809013407118,직화그릴드 비프스테이크 스트립,에쓰푸드(주)음성공장,40,7.0
김치,8809422540055,김경숙 순무물김치,농업회사법인 순무명가,60,180.0
베이컨,8801047577935,동원 캠핑&통그릴 두툼베이컨,(주)동원F&B,30,0.0
육류,8809524280064,정담돼지부산물수육,(주)다내축산 2공장,360,180.0
햄,8809437070080,잠봉 드 파리,프랑스구르메(주),40,7.0
소시지,8801047573357,동원 비엔나 소세지,(주)동원F&B,35,7.0
김치,8809305320330,강화섬갓김치,강화섬김치,180,180.0
