제품명,바코드,유통기한,소분류,제조사
건강네이처 고소한 순두부,8809377381000.0,15,두부,농업회사법인주식회사우리푸디스
삼민목장 수제 스트링치즈,8809400140031.0,30,치즈,삼민목장
부산어묵(요리튀김어묵),8809025430227.0,11,어묵,(주)부산해정식품
살라미스틱,8809013406487.0,90,소시지,에쓰푸드홀딩스 주식회사
농협안심오리웰덕훈제슬라이스,8809230651172.0,40,햄,농업회사법인 (주)올참
등심파스트라미,8809153712806.0,30,햄,농업회사법인(주)청미원식품
소양념구이,8809253770270.0,360,육류,햇잎푸드 제1공장
페파로니플러스,8809013403912.0,40,소시지,에쓰푸드홀딩스 주식회사
제주의 아침 내츄럴우유,8804434003017.0,16,우유,농업회사법인 주식회사 제주우유
숲골우유짜는마을,8809356452011.0,12,우유,농업회사법인 맛누리(주)
더 클래식 우유,8801753100861.0,15,우유,연세대학교 연세유업
맛김치,8803104001018.0,90,김치,한국농협김치조합공동사업법인충북지사
양반포기김치,8801047586869.0,45,김치,(주)동원F&B
한가득,8809183070181.0,15,어묵,해맑은 식품(주)
볶음김치,8801316121906.0,60,김치,농업회사법인 주식회사 한울
갓김치,8809060703379.0,150,김치,(주)늘푸른
선우어묵 맛송,8803453500613.0,12,어묵,(주)새난
오양사각어묵,8801066206168.0,0,어묵,(주)사조대림
이마트 야채어묵,8801066101463.0,12,어묵,(주)사조대림
하얀속살후랑크,8801492350442.0,180,소시지,(주)하림
깍두기,8809357600268.0,60,김치,주식회사 진미푸드지점
한살림 고구마묵,8809192250925.0,10,묵,농업회사법인(주)콩세알
양념소불고기,8809355140308.0,7,육류,(주)더고기
유기농깍두기,8809334529179.0,90,김치,농업회사법인주식회사담채원
묵은김치,8809356100080.0,540,김치,농업회사법인(주)운림가
연잎구이,8809253770263.0,360,육류,햇잎푸드 제1공장
밀크마스터 저지방,8801115118299.0,12,우유,서울우유협동조합 안산공장
야채촌우엉어묵,8801066301276.0,12,어묵,(주)사조대림
깍두기,8809357600237.0,60,김치,주식회사 진미푸드지점
엔듀이,8809013404834.0,40,소시지,에쓰푸드홀딩스 주식회사
담채원 깍두기,8809334527335.0,90,김치,농업회사법인주식회사담채원
유기농석박지,8809334529278.0,90,김치,농업회사법인주식회사담채원
한울볶음김치,8801316121609.0,60,김치,농업회사법인 주식회사 한울
호야참숯바베큐,8809321270015.0,25,육류,(주)정미푸드
통불닭발,8809353680028.0,180,육류,(주)제이닷피
유기농석박지,8809334529247.0,90,김치,농업회사법인주식회사담채원
꿀맛칼집,8809347800067.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
꼬마열무김치,8801316123566.0,60,김치,농업회사법인 주식회사 한울
담채원 총각김치,8809334527168.0,90,김치,농업회사법인주식회사담채원
등심바베큐,8801227130165.0,70,햄,(주)사조오양 평택공장
이탈리안소시지,8809013404827.0,40,소시지,에쓰푸드홀딩스 주식회사
돼지목살왕갈비,8809377760140.0,10,육류,주식회사 디딤
맛잔치,8801066106321.0,12,어묵,(주)사조대림
제주우유,8804434000016.0,18,우유,농업회사법인 주식회사 제주우유
무뼈양념닭발,8809411050718.0,15,육류,주식회사 우보식품
소LA갈비,8809377760041.0,360,육류,주식회사 디딤
채담뜰소양념육,8809417710050.0,7,육류,(주)한수식품
무뼈양념닭발,8809411050671.0,15,육류,주식회사 우보식품
돼지왕구이용,8809343350320.0,15,육류,(주)고향미트
흰여울 한돈왕구이,8809360450331.0,20,육류,흰여울푸드(주)
오리고추장불고기,8809411050459.0,15,육류,주식회사 우보식품
제주 맑은우유,8804434001280.0,6,우유,농업회사법인 주식회사 제주우유
곱창볶음,8809344170095.0,12,육류,명일축산영농조합
킬바사,8809013406548.0,40,소시지,에쓰푸드홀딩스 주식회사
엄마손 맛두부,8804917324172.0,17,두부,목포연식품
손순두부,8809112992553.0,7,두부,삼영식품
장손양념미니족발,8809288511015.0,60,육류,주식회사 최강육수마누
동원양반 총각김치,8801047585350.0,28,김치,(주)동원F&B
제주 맑은우유,8804434001266.0,6,우유,농업회사법인 주식회사 제주우유
무뼈양념닭발,8809411050640.0,15,육류,주식회사 우보식품
약수골청포묵,8809088010015.0,7,묵,약수골식품
흰여울양념돈왕구이,8809360450065.0,20,육류,흰여울푸드(주)
메이플베이컨,8809013404056.0,25,베이컨,에쓰푸드홀딩스 주식회사
열무김치,8804913000315.0,90,김치,농업회사법인유한회사일품김치
오양선종합어묵,8801066206182.0,12,어묵,(주)사조대림
텍사스후랑크,8801633203200.0,50,소시지,(주)소디프비앤에프
핫스파이스봉,8801492360298.0,270,육류,(주)하림
꿀맛칼집,8809347801521.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
미니족,8809354270044.0,60,육류,(주)참누리푸드시스템
서울우유,8801115111047.0,12,우유,서울우유협동조합 안산공장
섞박지,8802127101361.0,60,김치,서안동농협풍산김치공장
수라상 총각김치,8801766012168.0,30,김치,(주)삼진 지.에프
무뼈왕족발,8809288515051.0,60,육류,주식회사 최강육수마누
동원엄선랍스틱,8801047512905.0,30,어묵,(주)동원F＆B
마포갈매기 매운맛 양념목살,8809377760119.0,360,육류,주식회사 디딤
이탈리안살라미,8809013407149.0,180,소시지,에쓰푸드홀딩스 주식회사
깍두기김치,8802127000053.0,60,김치,서안동농협풍산김치공장
살라미스낵치즈인,8809013404018.0,90,소시지,에쓰푸드홀딩스 주식회사
찐어묵매,8801066101302.0,25,어묵,(주)사조대림
두부,8809362760018.0,1,두부,한두식품
맛기픈돼지갈비찜(매운맛),8809343350382.0,15,육류,(주)고향미트
백김치,8809186721226.0,31,김치,태영식품
진가네 김치,8809389519996.0,90,김치,(주)솔밭골푸드
유황먹인오리훈제바베큐,8809404180026.0,45,햄,(주)정다운 신성푸드
진산냉면김치,8805814814216.0,730,김치,진산물산
수작 순수등심햄,8801077533307.0,30,햄,(주)진주햄
이바돔 옛맛 어묵,8805877234549.0,12,어묵,목포대양식품조합
샛노랑 오리 바베큐 슬라이스,8809290982346.0,40,햄,노랑오리농업회사법인(주)
에이 클래스 우유,8801121108789.0,20,우유,매일유업(주)평택공장
맛김치,8803104236236.0,90,김치,한국농협김치조합공동사업법인충북지사
해초미인 다시마,8809296092032.0,60,묵,(주)해청정
오리바베큐,8809354310016.0,45,햄,장안푸드
열무김치,8804913000032.0,90,김치,농업회사법인유한회사일품김치
바다속콩이야기 두부,8809051713004.0,15,두부,설악식품
포기김치,8809357600503.0,90,김치,주식회사 진미푸드지점
반촌다림방 수작 소시지,8809344170217.0,40,소시지,명일축산영농조합
담채원 포기김치,8809334527021.0,365,김치,농업회사법인주식회사담채원
비프살라미,8809013406111.0,40,소시지,에쓰푸드홀딩스 주식회사
맛김치,8802127100074.0,180,김치,서안동농협풍산김치공장
에이 클래스 우유,8801121108772.0,20,우유,매일유업(주)평택공장
맛나네 맛김치,8809058091013.0,60,김치,농업회사법인주식회사풍성식품
열무김치,8809216851220.0,50,김치,도미솔식품
연탄직화고추장불고기,8809370980064.0,365,육류,포만식품
닭고추장불고기,8809411050602.0,15,육류,주식회사 우보식품
올레하르방제주돗두내장,8809375830142.0,15,육류,농업회사법인올레하르방축산유통주식회사
맛있는어묵,8809183071133.0,15,어묵,해맑은 식품(주)
치악산금돈네츄럴소시지카레맛,8809373560034.0,30,소시지,돼지문화원
꿀맛나는소불고기,8809347800746.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
돼지양념불고기,8809411050008.0,15,육류,주식회사 우보식품
담채원 맛김치,8809334527762.0,365,김치,농업회사법인주식회사담채원
하얀속살비엔나,8801492621306.0,180,소시지,(주)하림
양념닭꼬치(매콤한맛),8809062250109.0,5,육류,참마음식품
프로슈토,8809013405244.0,360,햄,에쓰푸드(주)
우리콩두부,8803150200410.0,16,두부,농업회사법인 한그루 2공장(주)
고추장돼지불고기,8809321300224.0,3180,육류,(주)윤덕
오향족발,8809344630339.0,60,육류,(주)토자연
비엔나소시지,8809369670051.0,20,소시지,(주)우와돈
믿고 양념 갈매기살,8809343350290.0,15,육류,(주)고향미트
맛김치,8801513200060.0,90,김치,선도농협김치가공공장
맛깔깻잎김치,8809216851145.0,50,김치,도미솔식품
스모크치즈브랏,8809013404087.0,60,소시지,에쓰푸드(주)
하얀속살비엔나,8801492621313.0,180,소시지,(주)하림
우묵,8805027000666.0,10,묵,한양식품
동원양반포기김치,8801047590316.0,35,김치,(주)동원F&B
마루,8809183070044.0,15,어묵,해맑은 식품(주)
오향미니족발,8802112000112.0,40,육류,(주)중앙식품
아리랑닭고기,8809347800296.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
흑마늘 비엔나,8801077613405.0,35,육류,(주)진주햄
동부묵,8809146731630.0,15,묵,(주)한울타리식품
돼지고추장불고기,8809411050091.0,15,육류,주식회사 우보식품
초당두부,8809098590019.0,5,두부,샘초당식품
컨츄리소시지,8809013404742.0,40,소시지,에쓰푸드홀딩스 주식회사
양념숯불맛돼지구이,8809355140193.0,10,육류,(주)더고기
등심 바베큐,8807022000016.0,45,햄,주식회사 태림에프웰
후레쉬밀크,8801115114390.0,12,우유,서울우유협동조합 안산공장
담채원 깍두기,8809334527359.0,90,김치,농업회사법인주식회사담채원
부산어묵 주물럭,8801066301023.0,13,어묵,(주)사조대림
양반맛김치,8801047585220.0,45,김치,(주)동원F&B
우동모양곤약,8808397009024.0,180,묵,(주)대신물산
하얀속살후랑크,8801492621214.0,180,소시지,(주)하림
하루에한모맛두부,8809352640313.0,1,두부,다원푸드
냉돼지불고기,8809391190015.0,180,육류,참 프레시 미트
게맛살골드,8801066500129.0,25,어묵,(주)사조대림
수제 오리소세지,8809309820195.0,40,우유,주식회사 청산식품
조기살 어묵,8801066150805.0,13,어묵,(주)사조대림
족발훈제바베큐,8809226810057.0,45,햄,(주)씨지엠
류도현황오리 훈제바베큐,8809230650014.0,40,햄,농업회사법인 (주)올참
포기김치,8805008111015.0,45,김치,(주)서농유통
오성참맛두부,8802015101619.0,15,두부,(주)오성식품
훈제오리바베큐슬라이스,8809389820207.0,45,햄,영농조합법인 비엔푸드
오이소박이,8803856000116.0,60,김치,(주)진보식품
흰여울양념돈왕구이,8809360450034.0,20,육류,흰여울푸드(주)
스모크소시지,8809013404278.0,60,소시지,에쓰푸드(주)
참프레 치킨텐더,8809385943696.0,270,육류,(주)참프레
폭탄꼬치,8809387160039.0,360,육류,(주)에프비씨(FBC)
컨츄리덕 오리훈제바베큐,8809180491620.0,45,햄,(주)컨츄리식품
M양념소부채살구이,8809209777032.0,10,육류,민들레푸드(주)
하루 2잔으로 더 건강한 대니쉬 the 건강한 우유,8801155811631.0,77,우유,(주)동원F&B 수원공장
우무채,8808397007020.0,90,묵,(주)대신물산
맛기픈돼지갈비찜(순한맛),8809343350399.0,15,육류,(주)고향미트
볶음김치,8801316234604.0,60,김치,농업회사법인 주식회사 한울
돼지양념불고기,8809411050046.0,15,육류,주식회사 우보식품
삼겹살훈제바베큐,8809226810439.0,45,햄,(주)씨지엠
아리랑닭고기,8809347801156.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
맛김치,8803856000338.0,300,김치,(주)진보식품
떡삼겹꼬치,8809227780236.0,360,육류,(주)토담푸드시스템
포기김치,8802127100661.0,60,김치,서안동농협풍산김치공장
백김치,8809215440050.0,60,김치,성가정종합식품 (주)
돈트리 찰순대,8809375020000.0,30,육류,피그빌
동치미,8803601010483.0,28,김치,(주)한성식품서산지점
훈제오리바베큐슬라이스,8809389820214.0,45,햄,영농조합법인 비엔푸드
올방개묵,8809293030198.0,12,묵,초림단지묵
연세대학교 전용목장 우유,8801753100342.0,15,우유,연세대학교 연세유업
비프스틱,8809013406135.0,90,소시지,에쓰푸드홀딩스 주식회사
월매네청포묵,8809050810490.0,30,묵,노고단식품
마루,8809183070488.0,15,어묵,해맑은 식품(주)
참향원 등심바베큐,8809357220282.0,40,햄,(주)엘리트
이마트 부산봉어묵 504,8801066101425.0,13,어묵,(주)사조대림
불고기소시지,8809406030053.0,30,소시지,농업회사법인 킹스테이블(주)
하림 화끈닭똥집(데리야끼맛),8801492363428.0,1825,육류,(주)하림
돼지양념갈비,8809411051128.0,15,육류,주식회사 우보식품
요리가 간편한 어묵,8801066100282.0,13,어묵,(주)사조대림
즐거운 요리 두부(부침용),8809331509556.0,20,두부,(주)아워홈
마루,8809183070471.0,15,어묵,해맑은 식품(주)
유기농석박지,8809334529209.0,90,김치,농업회사법인주식회사담채원
오리불고기,8809226810644.0,10,육류,(주)씨지엠
비엔나말이어묵,8801066113947.0,10,어묵,(주)사조대림
담채원 포기김치,8809334521029.0,365,김치,농업회사법인주식회사담채원
홍삼유황오리 훈제바베큐,8809353600200.0,45,햄,(주)산호푸드시스템
숙성로인,8809013404919.0,40,햄,에쓰푸드홀딩스 주식회사
맛있는 종합어묵,8801066150812.0,13,어묵,(주)사조대림
임실찢어먹는 스트링치즈,8809352491717.0,100,치즈,무지개영농조합법인
나박김치,8801024054756.0,30,김치,대상(주)횡성공장
쫄깃하고 맛있는 담백한 돈모닝 편육,8809266259045.0,90,육류,주식회사 보승식품
꿀맛구이용갈비,8809347800272.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
전통우리어묵,8801066107076.0,12,어묵,(주)사조대림
줄무늬곤약,8802519313327.0,180,묵,주식회사 동양식품
갈비후랑크소시지,8809013403189.0,40,소시지,에쓰푸드홀딩스 주식회사
흰여울 한돈왕구이,8809360450300.0,20,육류,흰여울푸드(주)
포기김치,8804913000513.0,90,김치,농업회사법인유한회사일품김치
유기농포기김치,8809334529001.0,365,김치,농업회사법인주식회사담채원
한성열무김치,8803601001733.0,45,김치,(주)한성식품서산지점
맛살말이,8801066113770.0,1015,어묵,(주)사조대림
부드러운맛두부,8809363040027.0,15,두부,대광식품
블루베리 돼지왕구이용,8809343350139.0,15,육류,(주)고향미트
돈트리 닭갈비,8809375020147.0,30,육류,피그빌
소갈비찜,8809377760133.0,180,육류,주식회사 디딤
포크프랑크,8809013406050.0,40,소시지,에쓰푸드홀딩스 주식회사
